original_label, classifier_label, text
,business,us box office set for record high ticket sales at the us box office are predicted to break records this year  with figures expected to reach $9.4 billion  beating 2002 s all-time high.  overall figures could be dampened by the lack of a christmas hit like last year s oscar-winning lord of the rings. traditionally  ticket sales during the festive season account for 20% of the annual total. although admissions have actually fallen this year  the predicted high is down to increasing ticket prices. according to exhibitor relations president paul dergarabedian  the average cost of a cinema ticket could be as high as $6.25 in 2004  compared to $5.80 in 2002. this year some of the biggest hits such as the passion of the christ and fahrenheit 9/11 came from outside the major studios which are usually responsible for the key blockbusters.   many of the films that did well (with audiences) are not necessarily the films that made a lot of money   said mr dergarabedian. he added that surprise hits had come from some of the more art-house offerings such as napoleon dynamite and critical hit sideways. sony pictures  responsible for hits like spiderman 2 and the grudge  are expected to top domestic market share for the second time in three years  with $1 billion-plus in sales for the third consecutive year. sony pictures entertainment vice chairman. jeff blake said:  we had a really diverse slate this year  and... certainly we pulled off one of the surprises with grudge.  horror movie the grudge cost sony $10 million to make but brought in $110 million. it s the latest in a recent trend for hollywood studios to back the upper and lower ends of the market  whilst ignoring the middle. warner inc are likely to end the year in second place on market share with around $1.25 billion  with disney at number three.
,tech,robotic pods take on car design a new breed of wearable robotic vehicles that envelop drivers are being developed by japanese car giant toyota.  the company s vision for the single passenger in the 21st century involves the driver cruising by in a four-wheeled leaf-like device or strolling along encased in an egg-shaped cocoon that walks upright on two feet. both these prototypes will be demonstrated  along with other concept vehicles and helper robots  at the toyota stand at the expo 2005 in aichi  japan  in march 2005. the models are being positioned as so-called personal mobility devices  which have few limits. the open leaf-like  i-unit  vehicle is the latest version of the concept which the company introduced last year. built using environmentally friendly plant-based materials  the single passenger unit is equipped with intelligent transport system technologies that allow for safe autopilot driving in specially equipped lanes. the model allows the user to make tight on-the-spot turns  move upright amongst other people at low speeds and can be easily switched into a reclining position at higher speeds. body colours can be customized to suit individual preferences and a personal recognition system offers both information and music.  also on display at the show will be the egg-shaped  i-foot . this is a two-legged mountable robot like device that can be controlled with a joystick.  standing at a height of well over seven feet (2.1 metres)  the unit can walk along at a speed of about 1.35km/h (0.83mph) and navigate staircases into the bargain. mounting and dismounting is accomplished with the aid of the bird-like legs that bend over backwards.  they are clearly what we call concept vehicles  innovative ideas which have yet to be transformed into potential products and which are a few years away from actual production   said dr david gillingwater from the transport studies group at loughborough university.  they clearly have eye-catching appeal  which is in part the name of the game here  and are linked to the imac and ipod-type niche which apple have been responsible for developing and leading in recent years - new  different  hi-tech  image conscious products.  as always with these concept vehicles  it is difficult to see  who  they would appeal to and what their role would be in the  personal transport  marketplace.   the personal transport arena is taking on a new dimension though with futuristic devices that augment human capabilities. toyota s prototypes represent the latest incarnation of wearable exoskeletons in a vehicular form that is specially focused on transport. powered robotic exoskeletons have been the focus of much us military research over the years and japan seems to have jumped onto the bandwagon with a wave of products being developed for specific applications. with an emerging range of devices targeted towards the ageing world population  care giving and the military  wearable exoskeletons seem to represent a new line of future technologies that meet an individual s particular mobility needs. while toyota s prototypes are geared towards mass transport  the company says that the vehicles will allow the elderly and the disabled to achieve independent mobility.  experts  though  are a bit sceptical of their acceptance in this area.   those with arguably the greatest needs for this sort of assistance  now and certainly in the future  are the elderly and infirm people   dr gillingwater told the bbc news website.  you have to ask whether these sorts of vehicles will appeal to these groups.  design considerations also exist. dr erel avineri  of the centre for transport and society at the university of the west of england in bristol said:  the design of the introduced mobility devices is not completely adjusted to the specific needs of the elderly and the disabled.  for example  one problem that many older passengers experience is limited ability to rotate the neck and upper body  making it difficult to look to the side and back when backing up.  it looks like the visual design of the device interior does not consider this need. this and other human-factors related issues in the design of such devices are not the only issues that should be considered   said dr avineri.  in general  introducing a new technology requires the passenger to change behaviour patterns that have served the older passenger for decades. elderly users might not necessarily accept such innovation.  this may be another barrier to the commercial success of such a vehicle.  such single-person vehicles may find a relatively small market niche and may be more suited towards specialised applications rather than revolutionising the face of mass transport.  the concept of personal mobility behind these sorts of innovations is great but they beg a huge number of questions   said dr gillingwater.  what s their range  how user-friendly will they really be  what infrastructure will be required to allow these vehicles to be used.  overall i think these vehicles pose a number of important questions than provide answers or solutions.
,tech,apple laptop is  greatest gadget  the apple powerbook 100 has been chosen as the greatest gadget of all time  by us magazine mobile pc.  the 1991 laptop was chosen because it was one of the first  lightweight  portable computers and helped define the layout of all future notebook pcs. the magazine has compiled an all-time top 100 list of gadgets  which includes the sony walkman at number three and the 1956 zenith remote control at two. gadgets needed moving parts and/or electronics to warrant inclusion. the magazine staff compiled the list and specified that gadgets also needed to be a  self-contained apparatus that can be used on its own  not a subset of another device .   in general we included only items that were potentially mobile   said the magazine.   in the end  we tried to get to the heart of what really makes a gadget a gadget   it concluded. the oldest  gadget  in the top 100 is the abacus  which the magazine dates at 190 a.d.  and put in 60th place. other pre-electronic gadgets in the top 100 include the sextant from 1731 (59th position)  the marine chronometer from 1761 (42nd position) and the kodak brownie camera from 1900 (28th position). the tivo personal video recorder is the newest device to make the top 10  which also includes the first flash mp3 player (diamond multimedia)  as well as the first  successful  digital camera (casio qv-10) and mobile phone (motorola startac). the most popular gadget of the moment  the apple ipod  is at number 12 in the list while the first sony transistor radio is at number 13.  sony s third entry in the top 20 is the cdp-101 cd player from 1983.  who can forget the crystalline  hiss-free blast of madonna s like a virgin emanating from their first cd player   asked the magazine. karl elsener s knife  the swiss army knife from 1891  is at number 20 in the list. gadgets which could be said to feature surprisingly low down in the list include the original telephone (23rd)  the nintendo gameboy (25th)  and the pulsar quartz digital watch (36th). the list also contains plenty of oddities: the pez sweet dispenser (98th)  1990s toy tamagotchi (86th) and the bizarre ronco inside the shell egg scrambler (84th).  almost everyone has a mobile phone  how many people own a powerbook  or an ipod  the findings of this magazine are not very convincing.  what about the magnetic compass  we still use it 1 000 years after it was invented.  i am amazed by the obsession with individual gadgets rather than genre. for example the sony walkman was the first truly portable way of listening to your own music on the move whereas minidisc  flash mp3  portable cd players etc. are really just improvements in technology.  my favourite  true  gadgets are probably my portable minidisc player and the little battery powered whizzy thing i use to froth up my coffee!  calm down it s only in their opinion  and any list that includes the taser in the top 100 gadgets has to be suspect....  swiss army knife and no question about it. how many of the other items are still relatively unchanged from the original idea and still as useful/popular  you don t need a laptop or even a pocket calculator to work that one out!  this list merely illustrates interesting cultural divides between the american authors and the overwhelmingly british responses. brits see no further than mobile phones and the over thirties sinclair; whilst the americans focus on apple  tv remotes and tivo (which probably is rather obscure in europe).  what about the soda stream. this gadget changed my pre-teen life. lap tops may enable you to  think different  but you cant use them to  get busy with the fizzy   how about astro wars  one of the pioneers for computer games  i remember spending many an hour playing this and it still works today! however tried it the other day and it was rubbish  still a great gadget of its time.  why worry about mobile phones. soon they will be subsumed into the pda s / laptops etc.  what about the marine chronometer  completely revolutionised navigation for boats and was in use for centuries. for it s time  a technological marvel!  sony net minidisc! it paved the way for more mp3 player to explode onto the market. i always used my netmd  and could not go anywhere without it.  a laptop computer is not a gadget! it s a working tool!  the sinclair executive was the world s first pocket calculator. i think this should be there as well.  how about the clockwork radio  or gps  or a pocket calculator  all these things are useful to real people  not just pc magazine editors.  are the people who created this list insane   surely the most important gadget of the modern age is the mobile phone  it has revolutionised communication  which is more than can be said for a niche market laptop. from outside the modern age  the marine chronometer is the single most important gadget  without which modern transportation systems would not have evolved so quickly.  has everyone forgot about the breville pie maker    an interesting list. of the electronic gadgets  thousands of journalists in the early 1980s blessed the original noteboook pc - the tandy 100. the size of a4 paper and light  three weeks on a set of batteries  an excellent keyboard  a modem. a pity tandy did not make it dos compatible.  what s an apple powerbook 100   it s out of date - not much of a  gadget . surely it has to be something simple / timeless - the tin opener  swiss army knife  safety razor blade  wristwatch or the thing for taking stones out of horses hooves    it has to be the mobile phone. no other single device has had such an effect on our way of living in such a short space of time.  the ball point pen has got to be one of the most used and common gadgets ever. also many might be grateful for the pocket calculator which was a great improvement over the slide rule.  the casio pocket calculator that played a simple game and made tinny noises was also a hot gadget in 1980. a true gadget  it could be carried around and shown off.  all top 10 are electronic toys  so the list is probably a better reflection of the current high-tech obsession than anything else. i say this as the swiss army knife only made no 20.  sinclair ql a machine far ahead of its time. the first home machine with a true multi-takings os. shame the marketing was so bad!!!  apple.. a triumph of fashion over... well everything else.  utter rubbish. yes  the apple laptop and sony walkman are classic gadgets. but to call the sextant and the marine chronometer  gadgets  and rank them as less important than a tv remote control reveals a quite shocking lack of historical perspective. the former literally helped change the world by vastly improving navigation at see. the latter is the seed around which the couch potato culture has developed. no competition.  i d also put apple s newton and the first palm pilot there as the front runners for portable computing  and possibly the toshiba libretto for the same reason. i only wish that vulcan inc s flipstart wasn t just vapourware otherwise it would be at the top.  how did a laptop ever manage to beat off the challenge of the wristwatch or the telephone (mobile or otherwise)  what about radios and tvs   the swiss army knife. by far the most useful gadget. i got mine 12 years ago. still wearing and using it a lot! it stood the test of time.  psion organiser series 3  should be up there. had a usable qwerty keyboard  removable storage  good set of apps and programmable. case design was good (batteries in the hinge - a first  i think). great product innovation.  the first mobile pc was voted best gadget by readers of...err... mobile pc ! why do you keep putting these obviously biased lists on your site  it s obviously the mobile phone or remote control  and readers of a less partisan publication would tell you that.  the motorola startac should be number one. why  there will be mobile phones long after notebook computers and other gadgets are either gone or integrated in communications devices.  the psion series 3c! the first most practical way to carry all your info around...  i too would back the sinclair spectrum - without this little beauty i would never have moved into the world of it and earn the living that i do now.  i d have put the mobile phone high up the list. probably a nokia model.  sinclair spectrum - 16k. it plugged into the tv. games were rubbish but it gave me a taste for programming and that s what i do for a living now.  i wish more modern notebooks -- even apple s newest offerings -- were more like the pb100. particularly disheartening is the demise of the trackball  which has given way to the largely useless  trackpad  which every notebook on the market today uses. they re invariably inaccurate  uncomfortable  and cumbersome to use.  congratulations to apple  a deserved win!
,business,jobs go at oracle after takeover oracle has announced it is cutting about 5 000 jobs following the completion of its $10.3bn takeover of its smaller rival peoplesoft last week.  the company said it would retain more than 90% of peoplesoft product development and product support staff. the cuts will affect about 9% of the 55 000 staff of the combined companies. oracle s 18-month fight to acquire peoplesoft was one of the most drawn-out and hard-fought us takeover battles of recent times. the merged companies are set to be a major force in the enterprise software market  second only in size to germany s sap.  in a statement  oracle said it began notifying staff of redundancies on friday and the process would continue over the next 10 days.  by retaining the vast majority of peoplesoft technical staff  oracle will have the resources to deliver on the development and support commitments we have made to peoplesoft customers over the last 18 months   oracle s chief executive larry ellison said in a statement.  correspondents say 6 000 job losses had been expected - and some suggest more cuts may be announced in future. they say mr ellison may be trying to placate peoplesoft customers riled by oracle s determined takeover strategy. hours before friday s announcement  there was a funereal air at peoplesoft s headquarters  reported ap news agency. a peoplesoft sign had been turned into shrine to the company  with flowers  candles and company memorabilia.  we re mourning the passing of a great company   the agency quoted peoplesoft worker david ogden as saying. other employees said they would rather be sacked than work for oracle.  the new company is going to be totally different   said anil aggarwal  peoplesoft s director of database markets.  peoplesoft had an easygoing  relaxed atmosphere. oracle has an edgy  aggressive atmosphere that s not conducive to innovative production.  on the news  oracle shares rose 15 cents - 1.1% - on nasdaq. in after-hours trading the shares did not move.
,sport,wenger shock at newcastle dip arsenal manager arsene wenger has admitted he is at a loss to explain why newcastle are languishing in the bottom half of the table.  the gunners travel to st james  park on wednesday  with newcastle 14th in the premiership after a troubled season. and wenger said:  at the beginning of the season you would expect them to be fighting for the top four.  i don t know how they got to be where they are. it looks to me from the outside that they have many injuries.   arsenal go into the game on the back of a 2-0 victory over fulham on sunday. and wenger added:  the best way to prepare for a game is to win the previous one. we will go to newcastle in good shape.  fatigue won t play too big a part in the next few weeks as we have players coming back so i can rotate a bit more.  we do not play a season with 11 players and i believe that all of our squad deserve a chance in the team.  striker thierry henry  along with robert pires  scored against fulham. and henry afterwards described the display as  beautiful to watch . he said:  what matters is winning and the three points  of course. that is the only thing that really matters. but it is more enjoyable when you play like we did against fulham.  we are playing as a team and that is important because there were some games when we maybe were not there as a team and suffered for that. those were games we lost.
,business,ferdinand casts doubt over glazer rio ferdinand has said he is unsure of malcolm glazer s motives after the american billionaire launched a new offer to buy manchester united.  the club have confirmed that the glazer family partnership have submitted proposals of a third bid.  a lot of people want the club s interest to be with people who have grown up with the club and have got its interests at heart   said ferdinand.  no one knows what this guy will be bringing to the table.  the central defender added on bbc radio five live:  we will have to wait and see what glazer comes with.  i would like to see the situation resolved either way.  i think people are getting bored with him coming in and out of the news with new proposals.  the other stuff off the pitch takes the shine off what is going on the pitch.   glazer  currently owns a 28.1% stake in the club  and united s statement to the stock exchange said:  the board has noted the recent press speculation on this subject.  the board can confirm that it has now received a detailed proposal subject to various pre-conditions which may form the basis of an offer for manchester united from glazer.  a further announcement will be made in due course.  glazer s previous bids for the club  which united supporters opposed  were rejected by the board because of the high level of debt they would incur. but it is believed that glazer has substantially reduced the borrowing required for his latest move. he will still need the approval of major shareholders john magnier and jp mcmanus  who own 28.9% of the club to succeed. but the irish duo have cut off talks with glazer over the proposed sale of their stake  while fans remain opposed to his involvement.
,business,weak dollar hits reuters revenues at media group reuters slipped 11% during 2004  mainly due to the weakness of the dollar  the group said.  the company said it was optimistic about growth even as revenues slipped 11% from £3.24bn ($6.13bn) in 2003 to £2.89bn in 2004. reuters beat profit forecasts  posting a 52% rise in profits for the year to £198m from the £130m seen a year earlier. reuters also beat its savings target for 2004  delivering £234m of cuts. under its three-year fast forward turnaround plan it had aimed to save £220m during the 12 months to 31 december.  reuters also managed to slow a decline in underlying revenues to 5.4% from 10.2% in 2003 and cut its debt back to £160m from £610m a year earlier. the news and financial data seller said the year had begun well  adding it expected  further gradual improvement  in the second quarter of the year after good january sales. it added it was planning to deliver a further £105m of savings over the coming year - but said it expects to be hit with an £80m restructuring charge to pay for the cost of moving from fleet street to new headquarters in london at canary wharf.  improving customer relationships  more competitive products and continued strong cost discipline position us well for 2005   chief executive tom glocer said  adding the company was beginning  to look beyond recovery to growth .
,entertainment,gervais writing simpsons episode the office s ricky gervais is writing an episode of hit us cartoon the simpsons  following an invitation from its creator matt groening.  gervais has already begun writing the script but is keeping its subject matter a closely guarded secret. he will also write a part for himself in the episode.  i ve got the rough idea but this is the most intimidating project of my career. the simpsons is the greatest tv show of all time   he said. groening recently heaped praise on the office  saying:  everybody on the simpsons is a fan of the office - it s one of the best shows on tv in the last decade.  gervais has already said he would not guest star in the show as his office character david  having left him behind for good in the christmas specials. the office became a surprise us success when it was screened on cable channel bbc america. the first series won two golden globes in 2004 for best comedy and best tv actor for gervais.  in winning it beat the likes of sex and the city and will and grace. an american version was produced  but so far only a pilot has been broadcast - to much criticism that it failed to live up to the original. at the british comedy awards on wednesday  gervais was handed a special achievement award for writing. but the office missed out in the best comedy show category to little britain. matt groening was also at the awards to collect the award for best international comedy for the simpsons.
,tech,iran jails blogger for 14 years an iranian weblogger has been jailed for 14 years on charges of spying and aiding foreign counter-revolutionaries.  arash sigarchi was arrested last month after using his blog to criticise the arrest of other online journalists. mr sigarchi  who also edits a newspaper in northern iran  was sentenced by a revolutionary court in the gilan area. his sentence  criticised by human rights watchdog reporters without borders  comes a day after an online  day of action  to secure his release. iranian authorities have recently clamped down on the growing popularity of weblogs  restricting access to major blogging sites from within iran. a second iranian blogger  motjaba saminejad  who also used his website to report on bloggers  arrests  is still being held.  a spokesman for reporters without borders  which tracks press freedom across the globe  described mr sigarchi s sentence as  harsh  and called on iranian president mohammed khatami to work to secure his immediate release.  the authorities are trying to make an example of him   the organisation said in a statement.   by handing down this harsh sentence against a weblogger  their aim is to dissuade journalists and internet-users from expressing themselves online or contacting foreign media.  in the days before his arrest mr sigarchi gave interviews to the bbc persian service and the us-funded radio farda. iranian authorities have arrested about 20 online journalists during the current crackdown. they accused mr sigarchi of a string of crimes against iranian state  including espionage  insulting the founder of iran s islamic republic  ayatollah ruhollah khomenei  and current supreme leader ayatollah ali khamenei. mr sigarchi s lawyer labelled the revolutionary court  illegal and incompetent  and called for a retrial in a public court.  mr sigarchi was sentenced one day after an online campaign highlighted his case in a day of action in defence of bloggers around the world.  the committee to protect bloggers designated 22 february 2005 as free mojtaba and arash day. around 10 000 people visited the campaign s website during the day. about 12% of users were based in iran  the campaign s director told the bbc news website. curt hopkins said mr sigarchi s sentence would not dent the resolve of bloggers joining the campaign to help highlight the case.  the eyes of 8 million bloggers are going to be more focused on iran since sigarchi s sentence  not less.  the mullahs won t be able to make a move without it be spread across the blogosphere.
,tech,britons fed up with net service a survey conducted by pc pro magazine has revealed that many britons are unhappy with their internet service.  they are fed up with slow speeds  high prices and the level of customer service they receive. 17% of readers have switched suppliers and a further 16% are considering changing in the near future. it is particularly bad news for bt  the uk s biggest internet supplier  with almost three times as many people trying to leave as joining.  a third of the 2 000 broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks tim danton  editor of pc pro magazine.  we expect these figures to leap in 2005. every month the prices drop  and more and more people are trying to switch   he said. the survey found that bt and tiscali have been actively dissuading customers from leaving by offering them a lower price when they phone up to cancel their subscription. some readers were offered a price drop just 25p more expensive than that offered by an alternative operator  making it hardly worth while swapping.  other found themselves tied into 12-month contracts. broadband has become hugely competitive and providers are desperate to hold on to customers. 12% of those surveyed found themselves unable to swap at all.  we discovered a huge variety of problems  but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier   said tim danton  editor of pc pro.  this breaks the code of practice  but because that code is voluntary there s nothing we or ofcom can do to help   he said. there is a vast choice of internet service providers in the uk now and an often bewildering array of broadband packages. with prices set to drop even further in coming months mr danton advises everyone to shop around carefully.  if you just stick with your current connection then there s every chance you re being ripped off   he warned.
